기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
0.6,0.0,1.1,56.0,-7.1,0.0,0.0,1363,-0.7,1,14,20
0.3,0.0,1.4,58.0,-7.0,0.0,0.0,1362,-0.9,1,14,21
-0.5,0.0,1.2,53.0,-8.9,0.0,0.0,1971,-1.4,1,14,22
-0.9,0.0,1.3,52.0,-9.5,0.0,0.0,2260,-1.7,1,14,23
-1.2,0.0,0.4,54.0,-9.3,0.0,0.0,2196,-1.8,1,15,0
-1.5,0.0,0.0,63.0,-7.6,0.0,0.0,1524,-1.9,1,15,1
-2.0,0.0,0.8,68.0,-7.1,0.0,0.0,1239,-2.2,1,15,2
-2.8,0.0,0.5,67.0,-8.0,0.0,0.0,1271,-2.5,1,15,3
-3.5,0.0,0.6,74.0,-7.4,0.0,0.0,1100,-2.5,1,15,4
-3.2,0.0,0.8,72.0,-7.5,0.0,0.0,827,-2.5,1,15,5
-3.3,0.0,0.5,72.0,-7.6,0.0,0.0,900,-2.5,1,15,6
-3.5,0.0,0.0,74.0,-7.4,0.0,0.0,900,-2.7,1,15,7
-3.7,0.0,0.3,76.0,-7.3,0.0,0.0,895,-3.0,1,15,8
-3.0,0.0,0.2,72.0,-7.3,0.8,0.28,887,-0.9,1,15,9
-1.3,0.0,0.7,63.0,-7.4,1.0,0.84,941,0.8,1,15,10
0.1,0.0,1.5,57.0,-7.4,1.0,1.42,1262,3.9,1,15,11
1.0,0.0,1.6,51.0,-8.0,1.0,1.76,1292,7.3,1,15,12
1.7,0.0,2.1,39.0,-10.8,1.0,1.95,2376,9.8,1,15,13
2.0,0.0,2.6,39.0,-10.5,1.0,1.9,1983,10.7,1,15,14
2.4,0.0,2.7,40.0,-9.8,1.0,1.57,2185,8.6,1,15,15
2.4,0.0,2.0,43.0,-8.9,1.0,1.01,2184,5.6,1,15,16
1.7,0.0,1.7,43.0,-9.5,0.9,0.45,2462,1.3,1,15,17
1.0,0.0,2.2,46.0,-9.3,0.0,0.04,2330,0.1,1,15,18
0.3,0.0,1.8,52.0,-8.4,0.0,0.0,1690,-0.7,1,15,19
-0.2,0.0,1.1,55.0,-8.1,0.0,0.0,1494,-1.3,1,15,20
-0.5,0.0,0.3,59.0,-7.5,0.0,0.0,1415,-1.4,1,15,21
-0.9,0.0,1.9,61.0,-7.4,0.0,0.0,1345,-1.7,1,15,22
-1.0,0.0,0.7,60.0,-7.7,0.0,0.0,1241,-1.8,1,15,23
-1.6,0.0,0.7,65.0,-7.3,0.0,0.0,1202,-2.1,1,16,0
-2.5,0.0,0.0,71.0,-7.0,0.0,0.0,773,-2.5,1,16,1
-2.8,0.0,0.1,74.0,-6.7,0.0,0.0,863,-2.5,1,16,2
-3.5,0.0,0.3,75.0,-7.2,0.0,0.0,874,-2.6,1,16,3
-3.6,0.0,0.3,78.0,-6.8,0.0,0.0,803,-2.8,1,16,4
-3.9,0.0,0.0,78.0,-7.1,0.0,0.0,651,-3.0,1,16,5
-3.8,0.0,0.3,75.0,-7.5,0.0,0.0,824,-2.7,1,16,6
-3.7,0.0,0.0,77.0,-7.1,0.0,0.0,742,-3.0,1,16,7
-4.1,0.0,0.0,80.0,-7.0,0.0,0.0,517,-3.0,1,16,8
-3.4,0.0,0.6,79.0,-6.5,0.4,0.31,538,-0.7,1,16,9
-1.7,0.0,1.1,72.0,-6.0,1.0,1.09,560,1.1,1,16,10
-0.1,0.0,1.0,51.0,-9.0,1.0,1.05,1077,3.1,1,16,11
0.7,0.0,1.9,38.0,-12.0,1.0,1.49,1900,5.2,1,16,12
1.7,0.0,1.0,43.0,-9.5,1.0,1.69,1218,7.8,1,16,13
3.0,0.0,1.3,35.0,-11.0,1.0,1.81,1704,9.9,1,16,14
3.0,0.0,1.4,31.0,-12.5,1.0,1.41,2116,6.2,1,16,15
3.7,0.0,2.1,29.0,-12.7,1.0,1.07,1953,6.0,1,16,16
3.0,0.0,1.8,33.0,-11.7,1.0,0.42,1795,1.6,1,16,17
2.0,0.0,1.4,35.0,-11.8,0.0,0.04,1631,0.1,1,16,18
1.2,0.0,1.4,39.0,-11.2,0.0,0.0,1486,-0.5,1,16,19
0.3,0.0,0.9,46.0,-9.9,0.0,0.0,1539,-1.2,1,16,20
0.2,0.0,0.7,47.0,-9.8,0.0,0.0,1797,-1.4,1,16,21
-0.2,0.0,0.5,48.0,-9.9,0.0,0.0,1594,-1.3,1,16,22
-0.4,0.0,0.2,50.0,-9.5,0.0,0.0,1754,-1.4,1,16,23
-0.7,0.0,0.0,52.0,-9.3,0.0,0.0,1641,-1.7,1,17,0
-1.2,0.0,0.0,54.0,-9.3,0.0,0.0,1649,-1.8,1,17,1
-1.7,0.0,0.0,57.0,-9.1,0.0,0.0,1442,-2.0,1,17,2
-2.0,0.0,0.0,60.0,-8.7,0.0,0.0,1345,-1.9,1,17,3
-2.8,0.0,0.0,68.0,-7.8,0.0,0.0,943,-2.0,1,17,4
-2.6,0.0,0.0,67.0,-7.8,0.0,0.0,836,-1.9,1,17,5
-3.0,0.0,0.0,71.0,-7.5,0.0,0.0,779,-2.5,1,17,6
-3.5,0.0,0.0,77.0,-6.9,0.0,0.0,669,-2.8,1,17,7
-3.3,0.0,1.1,68.0,-8.3,0.0,0.0,766,-2.5,1,17,8
-3.3,0.0,1.7,68.0,-8.3,0.0,0.18,600,-1.4,1,17,9
-2.3,0.0,2.3,60.0,-9.0,0.0,0.5,880,-0.3,1,17,10
-1.0,0.0,1.7,54.0,-9.1,0.5,0.94,850,1.2,1,17,11
1.0,0.0,1.3,44.0,-9.9,1.0,1.58,950,4.4,1,17,12
2.6,0.0,1.5,39.0,-9.9,1.0,1.74,900,7.6,1,17,13
3.2,0.0,1.6,35.0,-10.8,1.0,1.77,950,9.3,1,17,14
4.5,0.0,1.1,37.0,-8.9,1.0,1.54,1136,9.8,1,17,15
4.9,0.0,1.1,34.0,-9.6,1.0,1.03,1299,6.9,1,17,16
3.7,0.0,0.7,36.0,-10.0,0.9,0.45,1139,2.2,1,17,17
2.5,0.0,0.3,41.0,-9.4,0.0,0.04,1104,0.3,1,17,18
2.0,0.0,1.2,42.0,-9.5,0.0,0.0,1103,0.0,1,17,19
1.2,0.0,0.0,45.0,-9.4,0.0,0.0,1088,-0.9,1,17,20
0.4,0.0,0.4,50.0,-8.8,0.0,0.0,1075,-1.3,1,17,21
0.3,0.0,0.5,51.0,-8.6,0.0,0.0,1117,-1.3,1,17,22
-0.2,0.0,0.6,58.0,-7.4,0.0,0.0,1052,-1.3,1,17,23
-0.8,0.0,0.2,59.0,-7.8,0.0,0.0,1050,-1.7,1,18,0
-1.1,0.0,0.9,61.0,-7.6,0.0,0.0,838,-1.9,1,18,1
-1.4,0.0,0.7,61.0,-7.9,0.0,0.0,841,-1.8,1,18,2
-2.0,0.0,0.8,65.0,-7.7,0.0,0.0,775,-2.3,1,18,3
-2.3,0.0,0.8,67.0,-7.6,0.0,0.0,752,-2.1,1,18,4
-2.8,0.0,0.7,70.0,-7.5,0.0,0.0,693,-2.6,1,18,5
-2.6,0.0,0.4,69.0,-7.5,0.0,0.0,664,-2.5,1,18,6
-3.0,0.0,0.0,71.0,-7.5,0.0,0.0,672,-3.0,1,18,7
-3.3,0.0,0.2,76.0,-6.9,0.0,0.0,533,-3.3,1,18,8
-2.3,0.0,0.1,70.0,-7.0,0.7,0.28,605,-0.9,1,18,9
-0.9,0.0,0.9,63.0,-7.0,1.0,0.86,622,0.2,1,18,10
1.2,0.0,0.9,54.0,-7.0,1.0,1.41,778,3.4,1,18,11
3.2,0.0,1.3,39.0,-9.4,1.0,1.83,900,7.8,1,18,12
4.2,0.0,1.3,36.0,-9.5,1.0,1.98,950,10.8,1,18,13
6.2,0.0,1.4,27.0,-11.4,1.0,1.91,1668,12.1,1,18,14
6.4,0.0,2.0,27.0,-11.2,1.0,1.63,1570,11.0,1,18,15
6.1,0.0,2.1,24.0,-13.0,1.0,1.16,2884,7.9,1,18,16
5.1,0.0,2.3,26.0,-12.8,1.0,0.53,2685,2.8,1,18,17
3.9,0.0,1.2,31.0,-11.7,0.0,0.02,3330,0.4,1,18,18
3.2,0.0,1.0,34.0,-11.1,0.0,0.0,2818,0.0,1,18,19
2.2,0.0,0.2,37.0,-11.0,0.0,0.0,2912,-0.9,1,18,20
1.7,0.0,0.0,42.0,-9.8,0.0,0.0,2636,-1.3,1,18,21
1.1,0.0,0.0,47.0,-8.9,0.0,0.0,2586,-1.5,1,18,22
-0.1,0.0,0.4,53.0,-8.5,0.0,0.0,1478,-1.7,1,18,23
-0.5,0.0,0.4,51.0,-9.4,0.0,0.0,1652,-1.8,1,19,0
-1.0,0.0,0.4,53.0,-9.3,0.0,0.0,1875,-1.7,1,19,1
-1.3,0.0,0.1,59.0,-8.2,0.0,0.0,1744,-1.7,1,19,2
-1.3,0.0,0.1,58.0,-8.5,0.0,0.0,1676,-1.5,1,19,3
-1.2,0.0,1.0,58.0,-8.4,0.0,0.0,1792,-1.3,1,19,4
-1.3,0.0,0.4,62.0,-7.6,0.0,0.0,1640,-1.3,1,19,5
-0.9,0.0,0.9,65.0,-6.6,0.0,0.0,1563,-1.0,1,19,6
-0.7,0.0,0.0,65.0,-6.4,0.0,0.0,1450,-0.9,1,19,7
-0.3,0.0,0.5,65.0,-6.0,0.0,0.0,1377,-0.7,1,19,8
0.3,0.0,0.5,65.0,-5.5,0.0,0.01,1119,-0.4,1,19,9
-0.2,0.0,0.9,81.0,-3.0,0.1,0.3,578,0.0,1,19,10
1.2,0.0,0.9,77.0,-2.3,0.3,0.72,535,0.8,1,19,11
4.1,0.0,0.9,65.0,-1.9,0.9,1.47,559,5.5,1,19,12
5.9,0.0,2.1,58.0,-1.7,0.7,1.55,390,8.5,1,19,13
7.6,0.0,2.9,50.0,-2.1,1.0,1.79,472,10.8,1,19,14
7.1,0.0,3.2,43.0,-4.6,0.9,1.33,363,8.8,1,19,15
6.9,0.0,2.7,39.0,-6.1,0.1,0.44,486,4.6,1,19,16
6.0,0.0,2.3,51.0,-3.3,0.3,0.31,353,3.0,1,19,17
5.3,0.0,1.9,57.0,-2.5,0.0,0.02,322,2.5,1,19,18
4.9,0.0,1.5,55.0,-3.4,0.0,0.0,376,1.3,1,19,19
4.1,0.0,1.2,59.0,-3.2,0.0,0.0,375,0.1,1,19,20
3.4,0.0,1.1,61.0,-3.4,0.0,0.0,359,-0.9,1,19,21
3.5,0.0,1.3,61.0,-3.3,0.0,0.0,381,-0.2,1,19,22
2.7,0.0,0.4,65.0,-3.2,0.0,0.0,353,0.0,1,19,23
2.0,0.0,0.6,64.0,-4.1,0.0,0.0,376,-0.2,1,20,0
1.2,0.0,1.3,68.0,-4.0,0.0,0.0,398,-0.5,1,20,1
2.0,0.0,0.6,64.0,-4.1,0.0,0.0,543,-0.7,1,20,2
2.0,0.0,0.0,63.0,-4.3,0.0,0.0,451,-0.3,1,20,3
1.8,0.0,0.9,65.0,-4.0,0.0,0.0,436,-0.3,1,20,4
0.4,0.0,0.3,76.0,-3.3,0.0,0.0,435,-0.9,1,20,5
0.5,0.0,0.7,77.0,-3.0,0.0,0.0,367,-1.2,1,20,6
0.3,0.0,0.0,78.0,-3.0,0.0,0.0,427,-1.2,1,20,7
0.2,0.0,0.7,81.0,-2.6,0.0,0.0,357,-0.7,1,20,8
0.6,0.0,1.0,80.0,-2.4,0.6,0.25,306,-0.2,1,20,9
2.0,0.0,0.7,73.0,-2.3,0.9,0.73,279,1.0,1,20,10
2.7,0.0,1.4,69.0,-2.4,0.7,1.17,568,4.9,1,20,11
4.3,0.0,2.1,56.0,-3.7,0.6,1.35,1220,9.1,1,20,12
5.2,0.0,2.8,39.0,-7.6,0.9,1.84,1761,13.0,1,20,13
6.2,0.0,3.6,34.0,-8.5,1.0,1.94,1563,12.6,1,20,14
6.5,0.0,2.3,36.0,-7.5,1.0,1.5,1497,9.6,1,20,15
6.0,0.0,2.9,40.0,-6.6,0.8,0.7,1121,6.6,1,20,16
5.4,0.0,3.2,51.0,-3.9,0.0,0.2,1100,4.3,1,20,17
3.6,0.0,1.8,67.0,-1.9,0.0,0.01,586,2.1,1,20,18
3.2,0.0,1.9,67.0,-2.3,0.0,0.0,780,0.8,1,20,19
2.7,0.0,3.2,57.0,-4.9,0.0,0.0,950,-0.2,1,20,20
1.8,0.0,2.6,57.0,-5.8,0.0,0.0,1657,0.0,1,20,21
0.8,0.0,3.2,51.0,-8.2,0.0,0.0,2107,-0.5,1,20,22
-0.1,0.0,2.8,47.0,-10.0,0.0,0.0,2644,-1.0,1,20,23
-1.0,0.0,2.6,41.0,-12.6,0.0,0.0,2681,-1.4,1,21,0
-1.8,0.0,0.9,43.0,-12.7,0.0,0.0,2307,-1.8,1,21,1
-1.9,0.0,1.1,45.0,-12.2,0.0,0.0,2166,-2.0,1,21,2
-2.2,0.0,0.9,44.0,-12.8,0.0,0.0,2023,-2.5,1,21,3
-2.6,0.0,0.7,45.0,-12.9,0.0,0.0,1859,-2.6,1,21,4
-2.8,0.0,1.0,45.0,-13.1,0.0,0.0,1989,-3.0,1,21,5
-2.8,0.0,0.6,46.0,-12.8,0.0,0.0,1797,-3.1,1,21,6
-3.5,0.0,0.5,54.0,-11.4,0.0,0.0,1750,-3.3,1,21,7
-3.7,0.0,0.6,58.0,-10.7,0.0,0.0,1508,-3.3,1,21,8
-2.8,0.0,0.6,52.0,-11.3,1.0,0.36,1557,-1.0,1,21,9
-1.5,0.0,1.2,47.0,-11.3,1.0,0.97,1469,0.3,1,21,10
-0.1,0.0,0.9,39.0,-12.4,1.0,1.54,1745,4.9,1,21,11
1.3,0.0,0.8,35.0,-12.5,1.0,1.92,1875,8.6,1,21,12
2.7,0.0,1.6,36.0,-10.9,1.0,1.98,1658,11.0,1,21,13
3.6,0.0,1.7,27.0,-13.7,1.0,2.0,2509,12.6,1,21,14
4.4,0.0,1.8,28.0,-12.5,1.0,1.74,1870,11.8,1,21,15
5.1,0.0,1.7,24.0,-13.8,1.0,1.2,2529,9.0,1,21,16
5.0,0.0,1.1,22.0,-15.0,1.0,0.59,2864,3.7,1,21,17
3.9,0.0,0.1,29.0,-12.5,0.1,0.04,2274,-0.2,1,21,18
3.3,0.0,0.1,30.0,-12.6,0.0,0.0,1703,0.0,1,21,19
3.0,0.0,0.4,34.0,-11.3,0.0,0.0,1591,-0.5,1,21,20
1.7,0.0,0.1,38.0,-11.1,0.0,0.0,1444,-0.5,1,21,21
0.7,0.0,0.1,46.0,-9.6,0.0,0.0,1075,-0.7,1,21,22
0.6,0.0,0.9,44.0,-10.2,0.0,0.0,1245,-0.5,1,21,23
1.2,0.0,1.4,40.0,-10.9,0.0,0.0,1410,-0.6,1,22,0
0.5,0.0,0.3,49.0,-9.0,0.0,0.0,1311,-0.5,1,22,1
0.5,0.0,0.0,50.0,-8.7,0.0,0.0,1172,-0.5,1,22,2
0.8,0.0,0.1,49.0,-8.7,0.0,0.0,1132,-0.4,1,22,3
0.3,0.0,0.1,47.0,-9.7,0.0,0.0,1280,-0.4,1,22,4
0.6,0.0,0.0,49.0,-8.9,0.0,0.0,1100,-0.4,1,22,5
0.6,0.0,0.7,45.0,-9.9,0.0,0.0,1125,-0.3,1,22,6
0.8,0.0,1.0,43.0,-10.3,0.0,0.0,1482,-0.3,1,22,7
1.0,0.0,0.4,49.0,-8.5,0.0,0.0,1107,-0.3,1,22,8
1.0,0.0,1.7,47.0,-9.0,0.0,0.05,1094,-0.2,1,22,9
1.5,0.0,0.7,48.0,-8.3,0.0,0.15,1155,0.0,1,22,10
2.0,0.0,1.7,44.0,-9.0,0.0,0.23,1178,0.0,1,22,11
2.4,0.0,1.6,44.0,-8.6,0.0,0.25,1370,0.6,1,22,12
1.7,0.0,1.0,53.0,-6.8,0.0,0.23,1257,1.4,1,22,13
2.4,0.0,1.9,58.0,-5.0,0.0,0.32,875,3.3,1,22,14
3.4,0.0,0.8,61.0,-3.4,0.0,0.39,932,3.8,1,22,15
3.5,0.0,0.6,63.0,-2.8,0.0,0.23,769,3.6,1,22,16
3.6,0.0,0.2,58.0,-3.9,0.0,0.13,1157,2.9,1,22,17
3.7,0.0,0.4,50.0,-5.7,0.0,0.01,1038,2.2,1,22,18
3.7,0.0,0.3,53.0,-5.0,0.0,0.0,938,2.0,1,22,19
3.7,0.0,0.2,52.0,-5.2,0.0,0.0,1094,1.7,1,22,20
3.5,0.0,0.8,52.0,-5.4,0.0,0.0,1126,1.7,1,22,21
3.3,0.0,0.7,55.0,-4.8,0.0,0.0,949,1.5,1,22,22
3.2,0.0,0.4,56.0,-4.7,0.0,0.0,871,1.3,1,22,23
3.0,0.0,0.1,57.0,-4.7,0.0,0.0,988,1.3,1,23,0
3.0,0.0,0.8,58.0,-4.4,0.0,0.0,961,1.2,1,23,1
3.2,0.0,0.4,57.0,-4.5,0.0,0.0,1010,1.6,1,23,2
3.0,0.0,1.4,59.0,-4.2,0.0,0.0,1100,1.7,1,23,3
3.1,0.0,1.1,60.0,-3.9,0.0,0.0,1100,1.7,1,23,4
3.0,0.0,0.1,61.0,-3.8,0.0,0.0,1178,1.7,1,23,5
2.9,0.0,1.6,59.0,-4.3,0.0,0.0,1114,1.7,1,23,6
3.0,0.0,1.5,57.0,-4.7,0.0,0.0,1412,1.7,1,23,7
2.9,0.0,1.7,54.0,-5.5,0.0,0.0,1434,1.2,1,23,8
3.0,0.0,1.6,52.0,-5.9,0.0,0.2,1387,2.9,1,23,9
4.1,0.0,0.6,50.0,-5.4,0.4,0.5,1226,6.3,1,23,10
6.1,0.0,1.7,46.0,-4.6,1.0,1.4,1653,11.3,1,23,11
8.6,0.0,0.9,43.0,-3.2,1.0,1.82,2012,15.7,1,23,12
10.0,0.0,1.2,37.0,-4.0,1.0,2.06,1979,18.2,1,23,13
11.4,0.0,1.4,33.0,-4.3,1.0,1.98,2019,18.2,1,23,14
11.6,0.0,0.8,30.0,-5.4,1.0,1.68,1940,16.6,1,23,15
11.2,0.0,2.1,31.0,-5.3,1.0,1.16,1240,12.6,1,23,16
10.1,0.0,1.7,34.0,-5.0,0.7,0.42,862,7.5,1,23,17
8.5,0.0,2.5,46.0,-2.4,0.0,0.05,568,5.0,1,23,18
7.0,0.0,1.8,52.0,-2.2,0.0,0.0,577,3.7,1,23,19
6.1,0.0,0.3,57.0,-1.7,0.0,0.0,575,2.5,1,23,20
5.6,0.0,0.4,61.0,-1.3,0.0,0.0,533,1.7,1,23,21
5.1,0.0,0.3,64.0,-1.1,0.0,0.0,506,1.2,1,23,22
4.8,0.0,1.1,66.0,-1.0,0.0,0.0,490,0.6,1,23,23
4.6,0.0,0.4,68.0,-0.8,0.0,0.0,464,0.1,1,24,0
3.7,0.0,0.3,71.0,-1.0,0.0,0.0,399,0.1,1,24,1
3.1,0.0,1.2,73.0,-1.2,0.0,0.0,379,0.1,1,24,2
3.2,0.0,0.7,73.0,-1.1,0.0,0.0,354,-0.5,1,24,3
3.1,0.0,0.8,74.0,-1.0,0.0,0.0,312,0.0,1,24,4
2.5,0.0,1.1,77.0,-1.1,0.0,0.0,267,-0.3,1,24,5
0.9,0.0,0.0,80.0,-2.1,0.0,0.0,234,-0.5,1,24,6
0.6,0.0,0.4,81.0,-2.2,0.0,0.0,220,-0.9,1,24,7
0.6,0.0,0.3,81.0,-2.2,0.0,0.0,245,-0.9,1,24,8
1.2,0.0,0.0,80.0,-1.8,0.6,0.3,231,-0.2,1,24,9
2.7,0.0,0.4,75.0,-1.2,1.0,0.82,247,4.6,1,24,10
4.1,0.0,2.6,64.0,-2.1,1.0,1.39,295,11.1,1,24,11
6.1,0.0,1.2,58.0,-1.5,1.0,1.79,402,14.8,1,24,12
7.6,0.0,1.6,50.0,-2.1,1.0,1.93,538,16.7,1,24,13
9.6,0.0,1.0,41.0,-3.0,1.0,2.07,697,17.2,1,24,14
9.8,0.0,1.0,38.0,-3.8,1.0,1.63,793,15.6,1,24,15
9.9,0.0,1.3,35.0,-4.8,1.0,1.12,821,12.2,1,24,16
9.4,0.0,0.5,37.0,-4.5,0.8,0.46,872,7.4,1,24,17
7.4,0.0,0.4,51.0,-2.0,0.0,0.05,515,3.7,1,24,18
6.3,0.0,0.1,56.0,-1.8,0.0,0.0,476,2.2,1,24,19
5.4,0.0,0.0,61.0,-1.5,0.0,0.0,408,1.3,1,24,20
5.0,0.0,0.2,64.0,-1.2,0.0,0.0,364,1.2,1,24,21
4.0,0.0,0.0,68.0,-1.3,0.0,0.0,323,0.5,1,24,22
3.1,0.0,0.0,71.0,-1.6,0.0,0.0,292,0.1,1,24,23
3.0,0.0,0.2,70.0,-1.9,0.0,0.0,293,-0.4,1,25,0
2.1,0.0,0.2,72.0,-2.4,0.0,0.0,282,0.0,1,25,1
1.8,0.0,0.0,76.0,-1.9,0.0,0.0,267,-0.3,1,25,2
1.8,0.0,0.2,76.0,-1.9,0.0,0.0,265,-0.5,1,25,3
1.0,0.0,0.3,79.0,-2.2,0.0,0.0,251,-0.5,1,25,4
1.1,0.0,0.0,79.0,-2.1,0.0,0.0,288,-0.5,1,25,5
0.6,0.0,0.3,82.0,-2.1,0.0,0.0,239,-0.5,1,25,6
1.0,0.0,0.0,80.0,-2.0,0.0,0.0,225,-0.5,1,25,7
1.1,0.0,1.1,79.0,-2.1,0.0,0.0,272,-0.3,1,25,8
2.0,0.0,0.5,76.0,-1.7,0.1,0.23,304,0.0,1,25,9
4.0,0.0,1.2,71.0,-0.7,1.0,0.75,426,7.0,1,25,10
6.0,0.0,0.7,66.0,0.1,0.8,1.12,534,9.1,1,25,11
7.5,0.0,0.4,64.0,1.1,0.0,1.0,745,10.1,1,25,12
8.6,0.0,1.0,63.0,1.9,0.0,1.07,731,11.5,1,25,13
9.6,0.0,0.8,61.0,2.4,0.9,1.27,920,13.0,1,25,14
9.8,0.0,0.6,60.0,2.3,0.3,0.86,884,11.1,1,25,15
9.6,0.0,0.1,61.0,2.4,0.0,0.54,941,9.1,1,25,16
9.1,0.0,0.3,61.0,1.9,0.0,0.29,993,7.0,1,25,17
8.8,0.0,0.0,61.0,1.6,0.0,0.06,919,4.4,1,25,18
7.5,0.0,0.0,66.0,1.5,0.0,0.0,788,3.4,1,25,19
6.9,0.0,0.0,70.0,1.7,0.0,0.0,752,2.9,1,25,20
5.9,0.0,0.0,74.0,1.6,0.0,0.0,558,2.4,1,25,21
5.2,0.0,0.0,77.0,1.4,0.0,0.0,495,1.7,1,25,22
5.0,0.0,0.0,77.0,1.2,0.0,0.0,415,1.7,1,25,23
4.3,0.0,0.0,80.0,1.1,0.0,0.0,363,0.6,1,26,0
3.7,0.0,0.0,82.0,0.9,0.0,0.0,311,0.3,1,26,1
3.2,0.0,0.0,84.0,0.7,0.0,0.0,295,0.3,1,26,2
2.7,0.0,0.0,85.0,0.4,0.0,0.0,299,0.2,1,26,3
2.0,0.0,0.0,87.0,0.0,0.0,0.0,275,0.1,1,26,4
1.5,0.0,0.7,87.0,-0.4,0.0,0.0,273,0.1,1,26,5
1.8,0.0,1.2,88.0,0.0,0.0,0.0,267,0.1,1,26,6
1.7,0.0,1.8,87.0,-0.2,0.0,0.0,230,0.2,1,26,7
1.3,0.0,1.3,88.0,-0.4,0.0,0.0,256,0.1,1,26,8
2.0,0.0,1.1,86.0,-0.1,0.1,0.27,294,1.4,1,26,9
3.5,0.0,3.4,79.0,0.1,1.0,0.77,420,7.3,1,26,10
5.6,0.0,1.6,72.0,0.9,1.0,1.43,589,12.4,1,26,11
8.6,0.0,2.1,60.0,1.2,1.0,1.85,892,17.2,1,26,12
10.1,0.0,1.5,53.0,0.9,1.0,1.96,1571,18.8,1,26,13
11.0,0.0,1.4,49.0,0.6,1.0,1.64,1842,16.9,1,26,14
11.6,0.0,1.4,44.0,-0.2,0.2,0.92,3855,12.8,1,26,15
11.8,0.0,2.5,38.0,-2.0,0.5,0.72,4383,11.0,1,26,16
11.1,0.0,2.9,42.0,-1.3,0.2,0.36,3964,8.1,1,26,17
10.8,0.0,2.6,45.0,-0.6,0.0,0.05,4285,6.5,1,26,18
10.3,0.0,3.6,47.0,-0.5,0.0,0.0,1699,6.0,1,26,19
9.6,0.0,4.4,48.0,-0.8,0.0,0.0,2954,5.8,1,26,20
8.8,0.0,4.3,47.0,-1.9,0.0,0.0,2186,5.1,1,26,21
8.3,0.0,4.1,48.0,-2.0,0.0,0.0,1946,4.9,1,26,22
8.1,0.0,3.8,49.0,-1.9,0.0,0.0,3472,4.6,1,26,23
7.5,0.0,2.1,53.0,-1.4,0.0,0.0,3379,4.5,1,27,0
8.0,0.0,3.4,51.0,-1.5,0.0,0.0,2479,4.6,1,27,1
7.9,0.0,3.3,51.0,-1.6,0.0,0.0,3693,4.5,1,27,2
7.0,0.0,3.2,52.0,-2.2,0.0,0.0,3125,4.5,1,27,3
6.5,0.0,2.5,53.0,-2.4,0.0,0.0,3234,4.1,1,27,4
6.5,0.0,3.9,53.0,-2.4,0.0,0.0,2518,4.0,1,27,5
6.5,0.0,2.9,54.0,-2.1,0.0,0.0,2934,4.0,1,27,6
6.4,0.0,3.7,56.0,-1.7,0.0,0.0,2856,4.0,1,27,7
6.5,0.0,2.8,56.0,-1.6,0.0,0.0,3089,4.0,1,27,8
6.7,0.0,3.5,56.0,-1.4,0.0,0.03,2168,4.5,1,27,9
7.0,0.0,4.3,53.0,-1.9,0.0,0.15,2306,5.1,1,27,10
7.5,0.0,5.4,50.0,-2.2,0.0,0.22,2897,6.0,1,27,11
7.9,0.0,3.8,48.0,-2.4,0.0,0.36,3606,6.6,1,27,12
8.1,0.0,4.6,45.0,-3.1,0.0,0.34,4005,6.9,1,27,13
7.6,0.0,5.5,50.0,-2.1,0.0,0.29,2797,6.7,1,27,14
6.3,0.0,4.2,67.0,0.6,0.0,0.21,2289,5.8,1,27,15
6.1,0.0,2.8,69.0,0.8,0.0,0.15,2259,5.5,1,27,16
5.1,0.0,3.6,80.0,1.9,0.0,0.08,1995,4.9,1,27,17
4.5,1.0,2.4,84.0,2.0,0.0,0.01,2280,4.3,1,27,18
4.0,0.0,2.3,87.0,2.0,0.0,0.0,1359,4.0,1,27,19
3.8,0.0,2.1,87.0,1.8,0.0,0.0,1809,3.7,1,27,20
3.5,1.4,1.4,89.0,1.8,0.0,0.0,1359,3.7,1,27,21
3.2,0.0,1.4,89.0,1.5,0.0,0.0,1296,3.5,1,27,22
3.2,0.0,2.0,89.0,1.5,0.0,0.0,1100,3.2,1,27,23
3.2,0.2,1.2,90.0,1.7,0.0,0.0,1100,3.2,1,28,0
3.4,0.0,1.5,89.0,1.7,0.0,0.0,1547,3.0,1,28,1
3.7,0.0,1.6,87.0,1.7,0.0,0.0,1591,3.0,1,28,2
3.5,0.0,0.9,87.0,1.5,0.0,0.0,1543,3.0,1,28,3
3.7,0.0,1.8,86.0,1.5,0.0,0.0,1766,2.9,1,28,4
3.7,0.0,0.5,87.0,1.7,0.0,0.0,1722,2.5,1,28,5
4.0,0.0,0.7,84.0,1.5,0.0,0.0,1982,2.7,1,28,6
4.0,0.0,0.3,85.0,1.7,0.0,0.0,1418,2.6,1,28,7
4.2,0.0,0.8,83.0,1.5,0.0,0.0,2074,2.7,1,28,8
5.0,0.0,1.3,78.0,1.4,0.1,0.21,2468,4.6,1,28,9
5.7,0.0,1.5,75.0,1.6,0.0,0.41,2319,6.7,1,28,10
6.7,0.0,2.6,72.0,1.9,0.1,0.77,2479,9.9,1,28,11
9.0,0.0,2.2,64.0,2.5,0.9,1.43,2729,14.3,1,28,12
10.0,0.0,3.9,55.0,1.3,0.8,1.81,4598,16.7,1,28,13
9.8,0.0,1.6,56.0,1.4,0.1,0.96,3569,12.1,1,28,14
